ⲧⲁⲣⲭⲏ	ⲧ|ⲁⲣⲭⲏ
ⲛⲁϥϫⲱ	ⲛⲁ|ϥ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϫⲉⲙⲡⲉⲧⲉⲛⲱϣ	ϫⲉ|ⲙⲡⲉ|ⲧⲉⲛ|ⲱϣ
ⲉⲛⲉϩ	ⲉⲛⲉϩ
ϫⲉⲟⲩ	ϫⲉ|ⲟⲩ
ⲡⲉⲧⲁϥⲁⲓϥ	ⲡ|ⲉⲧ|ⲁ|ϥ|ⲁⲓ|ϥ
ⲛϫⲉⲇⲁⲩⲓⲇ	ⲛϫⲉ|ⲇⲁⲩⲓⲇ
ϩⲟⲧⲉ	ϩⲟⲧⲉ
ⲉⲧⲁϥⲉⲣⲭⲣⲓⲁ	ⲉⲧ|ⲁ|ϥ|ⲉⲣⲭⲣⲓⲁ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲧⲁϥϩⲕⲟ	ⲉⲧ|ⲁ|ϥ|ϩⲕⲟ
ⲛⲉⲙⲛⲏ	ⲛⲉⲙ|ⲛⲏ
ⲉⲧⲛⲉⲙⲁϥ	ⲉⲧ|ⲛⲉⲙⲁ|ϥ
ⲡⲱⲥ	ⲡⲱⲥ
ⲁϥϣⲉ	ⲁ|ϥ|ϣⲉ
ⲛⲁϥ	ⲛⲁ|ϥ
ⲉϧⲟⲩⲛ	ⲉϧⲟⲩⲛ
ⲉⲡⲏⲓ	ⲉ|ⲡ|ⲏⲓ
ⲙⲡⲛⲟⲩϯ	ⲙ|ⲡ|ⲛⲟⲩϯ
ⲛⲁϩⲣⲁϥ	ⲛⲁϩⲣⲁ|ϥ
ⲛⲁⲃⲓⲁⲑⲁⲣ	ⲛ|ⲁⲃⲓⲁⲑⲁⲣ
ⲡⲓⲁⲣⲭⲓⲉⲣⲉⲩⲥ	ⲡⲓ|ⲁⲣⲭⲓⲉⲣⲉⲩⲥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲓⲱⲓⲕ	ⲛⲓ|ⲱⲓⲕ
ⲛⲧⲉϯⲡⲣⲟⲑⲉⲥⲓⲥ	ⲛⲧⲉ|ϯ|ⲡⲣⲟⲑⲉⲥⲓⲥ
ⲁϥⲟⲩⲟⲙⲟⲩ	ⲁ|ϥ|ⲟⲩⲟⲙ|ⲟⲩ
ⲛⲉⲧⲉⲛⲥϣⲉ	ⲛ|ⲉⲧⲉ|ⲛ|ⲥϣⲉ
ⲛⲁϥ	ⲛⲁ|ϥ
ⲁⲛ	ⲁⲛ
ⲉⲟⲩⲟⲙⲟⲩ	ⲉ|ⲟⲩⲟⲙ|ⲟⲩ
ⲉⲃⲏⲗ	ⲉⲃⲏⲗ
ⲉⲛⲓⲟⲩⲏⲃ	ⲉ|ⲛⲓ|ⲟⲩⲏⲃ
ⲙⲙⲁⲩⲁⲧⲟⲩ	ⲙⲙⲁⲩⲁⲧ|ⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥϯ	ⲁ|ϥ|ϯ
ⲛⲛⲓⲕⲉⲭⲱⲟⲩⲛⲓ	ⲛ|ⲛⲓ|ⲕⲉ|ⲭⲱⲟⲩⲛⲓ
ⲉⲛⲁⲩⲭⲏ	ⲉ|ⲛⲁ|ⲩ|ⲭⲏ
ⲛⲉⲙⲁϥ	ⲛⲉⲙⲁ|ϥ
ⲙⲙⲁⲩ	ⲙⲙⲁⲩ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϫⲉⲉⲧⲁⲡⲓⲥⲁⲃⲃⲁⲧⲟⲛ	ϫⲉ|ⲉⲧ|ⲁ|ⲡⲓ|ⲥⲁⲃⲃⲁⲧⲟⲛ
ϣⲱⲡⲓ	ϣⲱⲡⲓ
ⲉⲑⲃⲉⲡⲓⲣⲱⲙⲓ	ⲉⲑⲃⲉ|ⲡⲓ|ⲣⲱⲙⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲓⲣⲱⲙⲓ	ⲡⲓ|ⲣⲱⲙⲓ
ⲁⲛ	ⲁⲛ
ⲉⲑⲃⲉⲡⲓⲥⲁⲃⲃⲁⲧⲟⲛ	ⲉⲑⲃⲉ|ⲡⲓ|ⲥⲁⲃⲃⲁⲧⲟⲛ
.	.
ϩⲱⲥⲧⲉ	ϩⲱⲥⲧⲉ
ⲡϭⲟⲓⲥ	ⲡ|ϭⲟⲓⲥ
ⲙⲡⲓⲥⲁⲃⲃⲁⲧⲟⲛ	ⲙ|ⲡⲓ|ⲥⲁⲃⲃⲁⲧⲟⲛ
ⲡⲉ	ⲡⲉ
ⲡϣⲏⲣⲓ	ⲡ|ϣⲏⲣⲓ
ⲙⲡⲣⲱⲙⲓ	ⲙ|ⲡ|ⲣⲱⲙⲓ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥⲓ	ⲁ|ϥ|ⲓ
ⲟⲛ	ⲟⲛ
ⲉϧⲟⲩⲛ	ⲉϧⲟⲩⲛ
ⲉⲧⲟⲩⲥⲩⲛⲁⲅⲱⲅⲏ	ⲉⲧ|ⲟⲩ|ⲥⲩⲛⲁⲅⲱⲅⲏ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲉⲟⲩⲟⲛ	ⲛⲉ|ⲟⲩⲟⲛ
ⲟⲩⲣⲱⲙⲓ	ⲟⲩ|ⲣⲱⲙⲓ
ⲙⲙⲁⲩ	ⲙⲙⲁⲩ
ⲡⲉ	ⲡⲉ
ⲉⲣⲉⲧⲉϥϫⲓϫ	ⲉⲣⲉ|ⲧⲉϥ|ϫⲓϫ
ϣⲟⲩⲱⲟⲩ	ϣⲟⲩⲱⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁⲩϯ	ⲛⲁ|ⲩ|ϯ
ⲛϩⲑⲏⲟⲩ	ⲛ|ϩⲑⲏ|ⲟⲩ
ⲛⲁϥ	ⲛⲁ|ϥ
ⲡⲉ	ⲡⲉ
ϫⲉ	ϫⲉ
ⲁⲛ	ⲁⲛ
ϥⲛⲁⲉⲣⲫⲁϧⲣⲓ	ϥ|ⲛⲁ|ⲉⲣⲫⲁϧⲣⲓ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
ϧⲉⲛⲛⲓⲥⲁⲃⲃⲁⲧⲟⲛ	ϧⲉⲛ|ⲛⲓ|ⲥⲁⲃⲃⲁⲧⲟⲛ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲧⲟⲩⲉⲣⲕⲁⲧⲏⲅⲟⲣⲓⲛ	ⲛⲧ|ⲟⲩ|ⲉⲣⲕⲁⲧⲏⲅⲟⲣⲓⲛ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲙⲡⲓⲣⲱⲙⲓ	ⲙ|ⲡⲓ|ⲣⲱⲙⲓ
ⲉⲣⲉⲧⲉϥϫⲓϫ	ⲉⲣⲉ|ⲧⲉϥ|ϫⲓϫ
ϣⲟⲩⲱⲟⲩ	ϣⲟⲩⲱⲟⲩ
ϫⲉ	ϫⲉ
ⲧⲱⲛⲕ	ⲧⲱⲛ|ⲕ
ϧⲉⲛⲧϩⲙⲏϯ	ϧⲉⲛ|ⲧ|ϩⲙⲏϯ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϫⲉ	ϫⲉ
ⲥϣⲉ	ⲥϣⲉ
ⲉⲉⲣⲡⲉⲑⲛⲁⲛⲉϥ	ⲉ|ⲉⲣ|ⲡ|ⲉⲑ|ⲛⲁⲛⲉ|ϥ
ϧⲉⲛⲛⲓⲥⲁⲃⲃⲁⲧⲟⲛ	ϧⲉⲛ|ⲛⲓ|ⲥⲁⲃⲃⲁⲧⲟⲛ
ϣⲁⲛ	ϣⲁⲛ
ⲉⲉⲣⲡⲉⲧϩⲱⲟⲩ	ⲉ|ⲉⲣ|ⲡ|ⲉⲧ|ϩⲱⲟⲩ
ⲟⲩⲯⲩⲭⲏ	ⲟⲩ|ⲯⲩⲭⲏ
ⲉⲛⲁϩⲙⲉⲥ	ⲉ|ⲛⲁϩⲙⲉ|ⲥ
ϣⲁⲛ	ϣⲁⲛ
ⲉϧⲟⲑⲃⲥ	ⲉ|ϧⲟⲑⲃ|ⲥ
ⲛⲑⲱⲟⲩ	ⲛⲑⲱⲟⲩ
ⲇⲉ	ⲇⲉ
ⲁⲩⲭⲁⲣⲱⲟⲩ	ⲁ|ⲩ|ⲭⲁ|ⲣⲱ|ⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲧⲁϥϫⲟⲩϣⲧ	ⲉⲧ|ⲁ|ϥ|ϫⲟⲩϣⲧ
ⲉⲣⲱⲟⲩ	ⲉⲣⲱ|ⲟⲩ
ϧⲉⲛⲟⲩⲙⲃⲟⲛ	ϧⲉⲛ|ⲟⲩ|ⲙⲃⲟⲛ
ⲉϥⲙⲟⲕϩ	ⲉ|ϥ|ⲙⲟⲕϩ
ⲛϩⲏⲧ	ⲛ|ϩⲏⲧ
ⲉϩⲣⲏⲓ	ⲉϩⲣⲏⲓ
ⲉϫⲉⲛⲡⲓⲑⲱⲙ	ⲉϫⲉⲛ|ⲡⲓ|ⲑⲱⲙ
ⲛⲧⲉⲡⲟⲩϩⲏⲧ	ⲛⲧⲉ|ⲡⲟⲩ|ϩⲏⲧ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲙⲡⲓⲣⲱⲙⲓ	ⲙ|ⲡⲓ|ⲣⲱⲙⲓ
ϫⲉ	ϫⲉ
ⲥⲟⲩⲧⲉⲛⲧⲉⲕϫⲓϫ	ⲥⲟⲩⲧⲉⲛ|ⲧⲉⲕ|ϫⲓϫ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲧⲁϥⲥⲟⲩⲧⲱⲛⲥ	ⲉⲧ|ⲁ|ϥ|ⲥⲟⲩⲧⲱⲛ|ⲥ
ⲁⲥⲟⲩϫⲁⲓ	ⲁ|ⲥ|ⲟⲩϫⲁⲓ
ⲛϫⲉⲧⲉϥϫⲓϫ	ⲛϫⲉ|ⲧⲉϥ|ϫⲓϫ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲧⲁⲩⲓ	ⲉⲧ|ⲁ|ⲩ|ⲓ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲥⲁⲧⲟⲧⲟⲩ	ⲥⲁⲧⲟⲧⲟⲩ
ⲛϫⲉⲛⲓⲁⲣⲭⲓⲉⲣⲉⲩⲥ	ⲛϫⲉ|ⲛⲓ|ⲁⲣⲭⲓⲉⲣⲉⲩⲥ
ⲁⲩⲓⲣⲓ	ⲁ|ⲩ|ⲓⲣⲓ
ⲛⲟⲩⲥⲟϭⲛⲓ	ⲛ|ⲟⲩ|ⲥⲟϭⲛⲓ
ⲛⲉⲙⲛⲓⲏⲣⲱⲇⲓⲁⲛⲟⲥ	ⲛⲉⲙ|ⲛⲓ|ⲏⲣⲱⲇⲓⲁⲛⲟⲥ
ϧⲁⲣⲟϥ	ϧⲁⲣⲟ|ϥ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲧⲟⲩⲧⲁⲕⲟϥ	ⲛⲧ|ⲟⲩ|ⲧⲁⲕⲟ|ϥ
ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ
ⲇⲉ	ⲇⲉ
ⲛⲉⲙⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	ⲛⲉⲙ|ⲛⲉϥ|ⲙⲁⲑⲏⲧⲏⲥ
ⲁⲩⲉⲣⲁⲛⲁⲭⲱⲣⲓⲛ	ⲁ|ⲩ|ⲉⲣⲁⲛⲁⲭⲱⲣⲓⲛ
ⲉⲡⲧⲱⲟⲩ	ⲉ|ⲡ|ⲧⲱⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲟⲩⲙⲏϣ	ⲟⲩ|ⲙⲏϣ
ⲉϥⲟϣ	ⲉ|ϥ|ⲟϣ
ⲛⲧⲉϯⲅⲁⲗⲓⲗⲉⲁ	ⲛⲧⲉ|ϯ|ⲅⲁⲗⲓⲗⲉⲁ
ⲛⲉⲙϯⲓⲟⲩⲇⲉⲁ	ⲛⲉⲙ|ϯ|ⲓⲟⲩⲇⲉⲁ
ⲛⲉⲙⲓⲉⲣⲟⲥⲁⲗⲏⲙ	ⲛⲉⲙ|ⲓⲉⲣⲟⲥⲁⲗⲏⲙ
ⲛⲉⲙϯϩⲩⲇⲟⲩⲙⲉⲁ	ⲛⲉⲙ|ϯ|ϩⲩⲇⲟⲩⲙⲉⲁ
ⲛⲉⲙϩⲓⲙⲏⲣ	ⲛⲉⲙ|ϩⲓⲙⲏⲣ
ⲙⲡⲓⲓⲟⲣⲇⲁⲛⲏⲥ	ⲙ|ⲡⲓ|ⲓⲟⲣⲇⲁⲛⲏⲥ
ⲛⲉⲙⲕⲉⲙⲏϣ	ⲛⲉⲙ|ⲕⲉ|ⲙⲏϣ
ⲉϥⲟϣ	ⲉ|ϥ|ⲟϣ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϧⲉⲛⲛⲁⲧⲩⲣⲟⲥ	ϧⲉⲛ|ⲛⲁ|ⲧⲩⲣⲟⲥ
ⲛⲉⲙⲧⲥⲓⲇⲱⲛ	ⲛⲉⲙ|ⲧ|ⲥⲓⲇⲱⲛ
ⲉⲩⲥⲱⲧⲉⲙ	ⲉ|ⲩ|ⲥⲱⲧⲉⲙ
ⲉⲛⲏ	ⲉ|ⲛⲏ
ⲉⲛⲁϥⲓⲣⲓ	ⲉ|ⲛⲁ|ϥ|ⲓⲣⲓ
ⲙⲙⲱⲟⲩ	ⲙⲙⲱ|ⲟⲩ
ⲁⲩⲓ	ⲁ|ⲩ|ⲓ
ϩⲁⲣⲟϥ	ϩⲁⲣⲟ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥϫⲟⲥ	ⲁ|ϥ|ϫⲟ|ⲥ
ⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	ⲛ|ⲛⲉϥ|ⲙⲁⲑⲏⲧⲏⲥ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲧⲉⲟⲩϫⲟⲓ	ⲛⲧⲉ|ⲟⲩ|ϫⲟⲓ
ⲙⲟⲩⲛ	ⲙⲟⲩⲛ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
ⲉⲑⲃⲉⲡⲓⲙⲏϣ	ⲉⲑⲃⲉ|ⲡⲓ|ⲙⲏϣ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲧⲟⲩϣⲧⲉⲙϩⲉϫϩⲱϫϥ	ⲛⲧ|ⲟⲩ|ϣⲧⲉⲙ|ϩⲉϫϩⲱϫ|ϥ
ϩⲁⲛⲙⲏϣ	ϩⲁ|ⲛ|ⲙⲏϣ
ⲅⲁⲣ	ⲅⲁⲣ
ⲛⲁϥⲉⲣⲫⲁϧⲣⲓ	ⲛⲁ|ϥ|ⲉⲣⲫⲁϧⲣⲓ
ⲉⲣⲱⲟⲩ	ⲉⲣⲱ|ⲟⲩ
ϩⲱⲥⲧⲉ	ϩⲱⲥⲧⲉ
ⲛⲧⲟⲩⲓ	ⲛⲧ|ⲟⲩ|ⲓ
ⲉϫⲱϥ	ⲉϫⲱ|ϥ
ⲛⲧⲟⲩϭⲓ	ⲛⲧ|ⲟⲩ|ϭⲓ
ⲛⲉⲙⲁϥ	ⲛⲉⲙⲁ|ϥ
ⲛϫⲉⲟⲩⲟⲛ	ⲛϫⲉ|ⲟⲩⲟⲛ
ⲛⲓⲃⲉⲛ	ⲛⲓⲃⲉⲛ
ⲉⲛⲁⲣⲉϩⲁⲛⲙⲁⲥⲧⲓⲅⲝ	ⲉ|ⲛⲁⲣⲉ|ϩⲁⲛ|ⲙⲁⲥⲧⲓⲅⲝ
ⲛⲉⲙⲱⲟⲩ	ⲛⲉⲙⲱ|ⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲓⲡⲛⲉⲩⲙⲁ	ⲛⲓ|ⲡⲛⲉⲩⲙⲁ
ⲛⲁⲕⲁⲑⲁⲣⲧⲟⲛ	ⲛ|ⲁⲕⲁⲑⲁⲣⲧⲟⲛ
ⲉϣⲱⲡ	ⲉϣⲱⲡ
ⲛⲧⲟⲩⲛⲁⲩ	ⲛⲧ|ⲟⲩ|ⲛⲁⲩ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
ϣⲁⲩϩⲓⲧⲟⲩ	ϣⲁ|ⲩ|ϩⲓⲧ|ⲟⲩ
ⲉϧⲣⲏⲓ	ⲉϧⲣⲏⲓ
ϧⲁⲣⲁⲧϥ	ϧⲁⲣⲁⲧ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁⲩⲱϣ	ⲛⲁ|ⲩ|ⲱϣ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲉⲩϫⲱ	ⲉ|ⲩ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ϫⲉ	ϫⲉ
ⲛⲑⲟⲕ	ⲛⲑⲟⲕ
ⲡⲉ	ⲡⲉ
ⲡϣⲏⲣⲓ	ⲡ|ϣⲏⲣⲓ
ⲙⲫϯ	ⲙ|ⲫϯ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁϥⲉⲣⲉⲡⲓⲧⲓⲙⲁⲛ	ⲛⲁ|ϥ|ⲉⲣⲉⲡⲓⲧⲓⲙⲁⲛ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ⲛⲟⲩⲙⲏϣ	ⲛ|ⲟⲩ|ⲙⲏϣ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲥⲉϣⲧⲉⲙⲟⲩⲟⲛϩϥ	ⲛ|ⲥⲉ|ϣⲧⲉⲙ|ⲟⲩⲟⲛϩ|ϥ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥϣⲉ	ⲁ|ϥ|ϣⲉ
ⲛⲁϥ	ⲛⲁ|ϥ
ⲉϩⲣⲏⲓ	ⲉϩⲣⲏⲓ
ⲉϫⲉⲛⲡⲓⲧⲱⲟⲩ	ⲉϫⲉⲛ|ⲡⲓ|ⲧⲱⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥⲙⲟⲩϯ	ⲁ|ϥ|ⲙⲟⲩϯ
ⲉⲛⲏ	ⲉ|ⲛⲏ
ⲉⲛⲁϥⲟⲩⲁϣⲟⲩ	ⲉ|ⲛⲁ|ϥ|ⲟⲩⲁϣ|ⲟⲩ
ⲛⲑⲟϥ	ⲛⲑⲟϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲩϣⲉ	ⲁ|ⲩ|ϣⲉ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϩⲁⲣⲟϥ	ϩⲁⲣⲟ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥⲑⲁⲙⲓⲉⲓⲃ	ⲁ|ϥ|ⲑⲁⲙⲓⲉ|ⲓⲃ
ⲛⲏ	ⲛⲏ
ⲉⲧⲁϥϯⲣⲉⲛⲟⲩ	ⲉⲧ|ⲁ|ϥ|ϯⲣⲉⲛ|ⲟⲩ
ϫⲉⲛⲓⲁⲡⲟⲥⲧⲟⲗⲟⲥ	ϫⲉ|ⲛⲓ|ⲁⲡⲟⲥⲧⲟⲗⲟⲥ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲧⲟⲩⲟϩⲓ	ⲛⲧ|ⲟⲩ|ⲟϩⲓ
ⲛⲉⲙⲁϥ	ⲛⲉⲙⲁ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲛⲧⲉϥⲟⲩⲟⲣⲡⲟⲩ	ⲛⲧⲉ|ϥ|ⲟⲩⲟⲣⲡ|ⲟⲩ
ⲉϩⲓⲱⲓϣ	ⲉ|ϩⲓⲱⲓϣ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲑⲣⲉⲡⲉⲣϣⲓϣⲓ	ⲉ|ⲑⲣⲉ|ⲡ|ⲉⲣϣⲓϣⲓ
ϣⲱⲡⲓ	ϣⲱⲡⲓ
ⲛⲧⲟⲧⲟⲩ	ⲛⲧⲟⲧ|ⲟⲩ
ⲉϩⲓⲇⲁⲓⲙⲱⲛ	ⲉ|ϩⲓ|ⲇⲁⲓⲙⲱⲛ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥϯ	ⲁ|ϥ|ϯ
ⲛⲟⲩⲣⲁⲛ	ⲛ|ⲟⲩ|ⲣⲁⲛ
ⲉⲥⲓⲙⲱⲛ	ⲉ|ⲥⲓⲙⲱⲛ
ϫⲉⲡⲉⲧⲣⲟⲥ	ϫⲉ|ⲡⲉⲧⲣⲟⲥ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲓⲁⲕⲱⲃⲟⲥ	ⲓⲁⲕⲱⲃⲟⲥ
ⲡϣⲏⲣⲓ	ⲡ|ϣⲏⲣⲓ
ⲛⲍⲉⲃⲉⲇⲉⲟⲥ	ⲛ|ⲍⲉⲃⲉⲇⲉⲟⲥ
ⲛⲉⲙⲓⲱⲁⲛⲛⲏⲥ	ⲛⲉⲙ|ⲓⲱⲁⲛⲛⲏⲥ
ⲡⲥⲟⲛ	ⲡ|ⲥⲟⲛ
ⲛⲓⲁⲕⲱⲃⲟⲥ	ⲛ|ⲓⲁⲕⲱⲃⲟⲥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥϯ	ⲁ|ϥ|ϯ
ⲛϩⲁⲛⲣⲁⲛ	ⲛ|ϩⲁⲛ|ⲣⲁⲛ
ⲉⲣⲱⲟⲩ	ⲉⲣⲱ|ⲟⲩ
ϫⲉⲃⲟⲁⲛⲏⲣⲅⲉⲥ	ϫⲉ|ⲃⲟⲁⲛⲏⲣⲅⲉⲥ
ⲉⲧⲉⲫⲁⲓ	ⲉⲧⲉ|ⲫⲁⲓ
ⲡⲉ	ⲡⲉ
ϫⲉⲛⲓϣⲏⲣⲓ	ϫⲉ|ⲛⲓ|ϣⲏⲣⲓ
ⲛⲧⲉϯϧⲁⲣⲁⲃⲁⲓ	ⲛⲧⲉ|ϯ|ϧⲁⲣⲁⲃⲁⲓ
.	.
ⲁⲛⲇⲣⲉⲁⲥ	ⲁⲛⲇⲣⲉⲁⲥ
ⲛⲉⲙⲫⲓⲗⲓⲡⲡⲟⲥ	ⲛⲉⲙ|ⲫⲓⲗⲓⲡⲡⲟⲥ
ⲃⲁⲣⲑⲟⲗⲟⲙⲉⲟⲥ	ⲃⲁⲣⲑⲟⲗⲟⲙⲉⲟⲥ
ⲛⲉⲙⲙⲁⲧⲑⲉⲟⲥ	ⲛⲉⲙ|ⲙⲁⲧⲑⲉⲟⲥ
ⲛⲉⲙⲑⲱⲙⲁⲥ	ⲛⲉⲙ|ⲑⲱⲙⲁⲥ
ⲛⲉⲙⲓⲁⲕⲱⲃⲟⲥ	ⲛⲉⲙ|ⲓⲁⲕⲱⲃⲟⲥ
ⲛⲧⲉⲁⲗⲫⲉⲟⲥ	ⲛⲧⲉ|ⲁⲗⲫⲉⲟⲥ
ⲛⲉⲙⲑⲁⲇⲇⲉⲟⲥ	ⲛⲉⲙ|ⲑⲁⲇⲇⲉⲟⲥ
ⲛⲉⲙⲥⲓⲙⲱⲛ	ⲛⲉⲙ|ⲥⲓⲙⲱⲛ
ⲡⲓⲕⲁⲛⲁⲛⲉⲟⲥ	ⲡⲓ|ⲕⲁⲛⲁⲛⲉⲟⲥ
ⲛⲉⲙⲓⲟⲩⲇⲁⲥ	ⲛⲉⲙ|ⲓⲟⲩⲇⲁⲥ
ⲡⲓⲓⲥⲕⲁⲣⲓⲱⲧⲏⲥ	ⲡⲓ|ⲓⲥⲕⲁⲣⲓⲱⲧⲏⲥ
ⲫⲏ	ⲫⲏ
ⲉⲧⲁϥⲧⲏⲓϥ	ⲉⲧ|ⲁ|ϥ|ⲧⲏⲓ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥⲓ	ⲁ|ϥ|ⲓ
ⲉϧⲟⲩⲛ	ⲉϧⲟⲩⲛ
ⲉⲟⲩⲏⲓ	ⲉ|ⲟⲩ|ⲏⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁϥⲑⲱⲟⲩϯ	ⲁ|ϥ|ⲑⲱⲟⲩϯ
ⲟⲛ	ⲟⲛ
ⲛϫⲉⲡⲓⲙⲏϣ	ⲛϫⲉ|ⲡⲓ|ⲙⲏϣ
ϩⲱⲥⲧⲉ	ϩⲱⲥⲧⲉ
ⲛⲧⲟⲩϣⲧⲉⲙϣϫⲉⲙϫⲟⲙ	ⲛⲧ|ⲟⲩ|ϣⲧⲉⲙ|ϣ|ϫⲉⲙϫⲟⲙ
ⲟⲩⲇⲉ	ⲟⲩⲇⲉ
ⲉⲟⲩⲉⲙⲱⲓⲕ	ⲉ|ⲟⲩⲉⲙ|ⲱⲓⲕ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲧⲁⲩⲥⲱⲧⲉⲙ	ⲉⲧ|ⲁ|ⲩ|ⲥⲱⲧⲉⲙ
ⲛϫⲉⲛⲏ	ⲛϫⲉ|ⲛⲏ
ⲉⲧⲉⲛⲟⲩϥ	ⲉⲧⲉ|ⲛⲟⲩϥ
ⲁⲩⲓ	ⲁ|ⲩ|ⲓ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲉⲁⲙⲟⲛⲓ	ⲉ|ⲁⲙⲟⲛⲓ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲛⲁⲩϫⲱ	ⲛⲁ|ⲩ|ϫⲱ
ⲅⲁⲣ	ⲅⲁⲣ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲡⲉ	ⲡⲉ
ϫⲉⲁⲡⲉϥϩⲏⲧ	ϫⲉ|ⲁ|ⲡⲉϥ|ϩⲏⲧ
ⲥⲓϩⲓ	ⲥⲓϩⲓ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁⲣⲉⲛⲓⲥⲁϧ	ⲛⲁⲣⲉ|ⲛⲓ|ⲥⲁϧ
ⲉⲧⲁⲩⲓ	ⲉⲧ|ⲁ|ⲩ|ⲓ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϧⲉⲛⲓⲉⲣⲟⲥⲁⲗⲏⲙ	ϧⲉⲛ|ⲓⲉⲣⲟⲥⲁⲗⲏⲙ
ⲛⲁⲩϫⲱ	ⲛⲁ|ⲩ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
